ID,Severity,Start_Time,End_Time,Distance(mi),Start_Lat,Start_Lng,City,County,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-387858,2,2017-03-02 08:39:14,2017-03-02 09:08:51,0.01,29.597403000000003,-95.386353,Houston,Harris,55.4,25.0,10.0,24.2,0.0,Clear
A-387859,2,2017-03-02 08:41:26,2017-03-02 09:11:12,0.01,29.600216,-95.286446,Houston,Harris,57.0,30.0,10.0,16.1,0.0,Scattered Clouds
A-387861,2,2017-03-02 08:50:19,2017-03-02 09:20:07,0.01,29.67313,-95.43145,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387862,2,2017-03-02 08:54:41,2017-03-02 09:24:29,0.01,29.606352,-95.422478,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387863,2,2017-03-02 08:49:51,2017-03-02 09:19:42,0.01,29.725286,-95.388763,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387864,2,2017-03-02 08:54:08,2017-03-02 09:23:42,0.01,29.598827000000004,-95.353302,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387865,2,2017-03-02 08:58:15,2017-03-02 09:28:04,0.01,29.768784000000004,-95.293602,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387872,2,2017-03-02 09:05:30,2017-03-02 09:35:21,0.0,29.689968,-95.355118,Houston,Harris,57.2,23.0,10.0,17.3,0.0,Clear
A-387875,2,2017-03-02 09:12:27,2017-03-02 09:42:16,0.0,29.690615,-95.526031,Houston,Harris,57.2,23.0,10.0,17.3,0.0,Clear
A-387876,2,2017-03-02 09:11:28,2017-03-02 09:41:16,0.0,29.803955,-95.499825,Houston,Harris,57.2,23.0,10.0,17.3,0.0,Clear
A-387877,2,2017-03-02 09:15:21,2017-03-02 09:45:09,0.01,29.825771000000003,-95.49369,Houston,Harris,57.2,23.0,10.0,17.3,0.0,Clear
A-387881,2,2017-03-02 09:20:22,2017-03-02 09:50:08,0.01,29.693415,-95.440094,Houston,Harris,57.2,23.0,10.0,17.3,0.0,Clear
A-387882,3,2017-03-02 09:23:44,2017-03-02 09:53:15,0.01,29.697172,-95.288391,Houston,Harris,60.1,26.0,10.0,16.1,0.0,Mostly Cloudy
A-387886,2,2017-03-02 09:30:59,2017-03-02 10:00:46,0.01,29.779802,-95.606422,Houston,Harris,60.1,25.0,10.0,17.3,0.0,Clear
A-387887,2,2017-03-02 09:30:18,2017-03-02 10:00:06,0.01,29.705633,-95.384644,Houston,Harris,57.2,23.0,10.0,19.6,0.0,Clear
A-387893,2,2017-03-02 09:40:53,2017-03-02 10:10:40,0.0,29.761665,-95.62838,Houston,Harris,60.1,25.0,10.0,17.3,0.0,Clear
A-387896,2,2017-03-02 10:06:38,2017-03-02 10:36:10,0.01,29.940561,-95.413773,Houston,Harris,59.0,26.0,10.0,18.4,0.0,Scattered Clouds
A-387897,2,2017-03-02 10:07:24,2017-03-02 10:37:13,0.01,29.757082,-95.352119,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387900,2,2017-03-02 10:08:17,2017-03-02 10:38:08,0.01,29.820505,-95.459496,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387901,2,2017-03-02 10:13:36,2017-03-02 10:43:25,0.0,29.780329,-95.290298,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387902,2,2017-03-02 10:07:52,2017-03-02 10:37:39,0.01,29.611073,-95.249916,Houston,Harris,60.1,26.0,10.0,16.1,0.0,Mostly Cloudy
A-387905,2,2017-03-02 10:21:19,2017-03-02 10:51:01,0.01,29.839436,-95.490234,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387906,2,2017-03-02 10:20:01,2017-03-02 10:49:51,0.01,29.75783,-95.392311,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387907,2,2017-03-02 10:19:40,2017-03-02 10:49:30,0.01,29.680918,-95.39032,Houston,Harris,59.0,20.0,10.0,21.9,0.0,Clear
A-387908,2,2017-03-02 10:18:23,2017-03-02 10:48:06,0.01,29.707087,-95.253738,Houston,Harris,60.1,26.0,10.0,16.1,0.0,Mostly Cloudy
A-387910,2,2017-03-02 10:29:09,2017-03-02 10:58:55,0.01,29.674845,-95.560448,Houston,Harris,62.1,23.0,10.0,15.0,0.0,Clear
A-387911,2,2017-03-02 10:28:10,2017-03-02 10:58:00,0.01,29.625904,-95.345726,Houston,Harris,63.0,24.0,10.0,17.3,0.0,Mostly Cloudy
A-387916,2,2017-03-02 10:53:18,2017-03-02 11:23:06,0.01,29.706297,-95.408051,Houston,Harris,60.8,19.0,10.0,20.7,0.0,Clear
A-387917,2,2017-03-02 10:53:59,2017-03-02 11:23:48,0.01,29.654146,-95.292206,Houston,Harris,63.0,24.0,10.0,17.3,0.0,Mostly Cloudy
A-387919,2,2017-03-02 11:02:35,2017-03-02 11:32:22,0.01,29.680779,-95.366531,Houston,Harris,60.8,19.0,10.0,20.7,0.0,Clear
A-387920,2,2017-03-02 10:58:38,2017-03-02 11:26:55,0.01,29.600712,-95.24778,Houston,Harris,60.8,25.0,10.0,16.1,0.0,Scattered Clouds
A-387923,2,2017-03-02 11:15:33,2017-03-02 11:45:06,0.01,29.679632,-95.403114,Houston,Harris,60.8,17.0,10.0,16.1,0.0,Clear
A-387924,3,2017-03-02 11:16:27,2017-03-02 11:45:59,0.0,29.697172,-95.288391,Houston,Harris,63.0,24.0,10.0,17.3,0.0,Mostly Cloudy
A-387926,2,2017-03-02 11:21:55,2017-03-02 11:51:36,0.01,29.790915,-95.544624,Houston,Harris,60.8,17.0,10.0,16.1,0.0,Clear
A-387930,2,2017-03-02 11:34:36,2017-03-02 12:04:22,0.01,29.634689,-95.496162,Houston,Harris,60.8,19.0,10.0,16.1,0.0,Clear
A-387931,3,2017-03-02 11:33:39,2017-03-02 12:03:18,0.01,29.813915,-95.382599,Houston,Harris,60.8,19.0,10.0,16.1,0.0,Clear
A-387934,2,2017-03-02 11:57:59,2017-03-02 12:27:49,0.01,29.849739000000003,-95.488892,Houston,Harris,62.6,18.0,10.0,12.7,0.0,Clear
A-387939,2,2017-03-02 12:27:43,2017-03-02 12:57:32,0.0,29.738005,-95.46685,Houston,Harris,64.4,18.0,10.0,15.0,0.0,Clear
A-387940,3,2017-03-02 12:36:02,2017-03-02 13:05:36,0.01,29.729212,-95.460228,Houston,Harris,64.4,18.0,10.0,15.0,0.0,Clear
A-387943,2,2017-03-02 12:41:52,2017-03-02 13:11:41,0.01,29.717747,-95.519997,Houston,Harris,64.4,18.0,10.0,15.0,0.0,Clear
A-387944,2,2017-03-02 12:51:10,2017-03-02 13:20:58,0.01,29.738852,-95.386963,Houston,Harris,64.4,18.0,10.0,10.4,0.0,Clear
A-387945,3,2017-03-02 13:04:59,2017-03-02 13:34:43,0.01,29.766062,-95.455818,Houston,Harris,64.4,18.0,10.0,10.4,0.0,Clear
A-387950,3,2017-03-02 13:35:10,2017-03-02 14:05:00,0.01,29.685095,-95.277161,Houston,Harris,66.9,22.0,10.0,15.0,0.0,Mostly Cloudy
A-387955,3,2017-03-02 14:21:29,2017-03-02 14:51:16,0.01,29.766062,-95.455818,Houston,Harris,66.2,17.0,10.0,10.4,0.0,Clear
A-387960,2,2017-03-02 15:18:21,2017-03-02 15:47:59,0.01,29.753574,-95.558006,Houston,Harris,66.2,18.0,10.0,6.9,0.0,Clear
A-387962,3,2017-03-02 15:48:34,2017-03-02 16:18:20,0.01,29.777077,-95.36937,Houston,Harris,66.2,18.0,10.0,11.5,0.0,Clear
A-387971,3,2017-03-02 16:47:06,2017-03-02 17:16:32,0.01,29.790005,-95.371902,Houston,Harris,64.4,18.0,10.0,12.7,0.0,Clear
A-387972,2,2017-03-02 16:54:58,2017-03-02 17:54:58,0.01,29.738344,-95.430801,Houston,Harris,64.4,18.0,10.0,12.7,0.0,Clear
A-387973,3,2017-03-02 17:02:25,2017-03-02 17:31:26,0.01,29.784393,-95.575638,Houston,Harris,64.9,24.0,10.0,11.5,0.0,Clear
A-387974,2,2017-03-02 17:04:02,2017-03-02 17:33:35,0.01,29.722178000000003,-95.557594,Houston,Harris,64.4,18.0,10.0,12.7,0.0,Clear
A-387975,3,2017-03-02 17:03:13,2017-03-02 17:32:39,0.01,29.875904,-95.411575,Houston,Harris,64.9,20.0,10.0,10.4,0.0,Mostly Cloudy
A-387981,2,2017-03-02 17:06:05,2017-03-02 17:35:54,0.0,29.637531,-95.32402,Houston,Harris,64.9,22.0,10.0,10.4,0.0,Mostly Cloudy
A-387984,3,2017-03-02 17:20:59,2017-03-02 17:50:15,0.01,29.82864600000001,-95.381073,Houston,Harris,64.4,15.0,10.0,13.8,0.0,Clear
A-387986,3,2017-03-02 17:28:56,2017-03-02 17:57:30,0.01,29.725939,-95.484077,Houston,Harris,64.4,16.0,10.0,9.2,0.0,Clear
A-387997,2,2017-03-02 18:02:55,2017-03-02 18:32:43,0.01,29.850998,-95.23822,Houston,Harris,64.0,20.0,10.0,10.4,0.0,Mostly Cloudy
A-388002,3,2017-03-02 18:20:59,2017-03-02 18:49:45,0.01,29.773304,-95.455948,Houston,Harris,64.4,18.0,10.0,11.5,0.0,Clear
A-388003,2,2017-03-02 18:35:05,2017-03-02 19:04:31,0.01,29.916693,-95.615784,Houston,Harris,59.0,29.0,10.0,3.5,0.0,Clear
A-388009,3,2017-03-02 18:41:22,2017-03-02 19:11:22,0.01,29.694098,-95.321167,Houston,Harris,61.0,24.0,10.0,6.9,0.0,Mostly Cloudy
A-388031,2,2017-03-02 20:08:12,2017-03-02 20:38:01,0.01,29.797047,-95.526665,Houston,Harris,62.6,19.0,10.0,9.2,0.0,Clear
A-388032,2,2017-03-02 20:08:58,2017-03-02 20:38:37,0.01,29.686876,-95.378777,Houston,Harris,62.6,19.0,10.0,9.2,0.0,Clear
A-388033,3,2017-03-02 20:23:06,2017-03-02 20:52:18,0.01,29.675964,-95.542091,Houston,Harris,62.6,19.0,10.0,9.2,0.0,Clear
A-388034,3,2017-03-02 20:22:01,2017-03-02 20:51:32,0.01,29.72868,-95.46022,Houston,Harris,62.6,19.0,10.0,9.2,0.0,Clear
A-388040,2,2017-03-02 20:33:44,2017-03-02 21:03:31,0.01,29.869968,-95.391235,Houston,Harris,57.0,33.0,10.0,3.5,0.0,Mostly Cloudy
A-388041,2,2017-03-02 20:34:12,2017-03-02 21:04:01,0.01,29.634907,-95.355774,Houston,Harris,62.6,19.0,10.0,8.1,0.0,Clear
A-388043,3,2017-03-02 20:57:21,2017-03-02 21:26:40,0.0,29.748238,-95.369308,Houston,Harris,60.8,20.0,10.0,9.2,0.0,Clear
A-388045,2,2017-03-02 20:58:13,2017-03-02 21:27:47,0.0,29.71616,-95.494965,Houston,Harris,60.8,20.0,10.0,9.2,0.0,Clear
A-388050,3,2017-03-02 21:42:49,2017-03-02 22:12:16,0.01,29.732004,-95.388298,Houston,Harris,60.8,23.0,10.0,10.4,0.0,Clear
A-388059,3,2017-03-02 23:27:37,2017-03-02 23:57:05,0.01,29.780807,-95.453987,Houston,Harris,57.2,31.0,10.0,9.2,0.0,Clear
A-388063,3,2017-03-02 23:53:03,2017-03-03 00:22:29,0.0,29.692013,-95.526901,Houston,Harris,57.2,29.0,10.0,10.4,0.0,Clear
A-388064,2,2017-03-02 23:37:02,2017-03-03 00:21:50,0.0,29.807102,-95.524452,Houston,Harris,57.2,31.0,10.0,9.2,0.0,Clear
A-388065,2,2017-03-03 05:32:10,2017-03-03 06:18:47,0.01,29.706196,-95.412643,Houston,Harris,50.0,47.0,10.0,8.1,0.0,Clear
A-388067,2,2017-03-03 06:13:49,2017-03-03 06:59:34,0.01,29.627747,-95.446159,Houston,Harris,48.2,50.0,10.0,9.2,0.0,Clear
A-388069,2,2017-03-03 06:30:47,2017-03-03 07:15:50,0.01,29.809477,-95.3172,Houston,Harris,48.2,54.0,10.0,6.9,0.0,Clear
A-388070,2,2017-03-03 07:04:30,2017-03-03 07:34:19,0.0,29.810623,-95.485023,Houston,Harris,48.2,54.0,10.0,6.9,0.0,Clear
A-388073,2,2017-03-03 07:09:32,2017-03-03 07:38:41,0.01,29.667749,-95.382988,Houston,Harris,48.2,54.0,10.0,6.9,0.0,Clear
A-388074,3,2017-03-03 07:26:51,2017-03-03 07:56:35,0.01,29.801315,-95.450172,Houston,Harris,50.0,50.0,10.0,8.1,0.0,Clear
A-388081,3,2017-03-03 07:46:49,2017-03-03 08:16:23,0.01,29.827627000000003,-95.380623,Houston,Harris,50.0,50.0,10.0,10.4,0.0,Clear
A-388082,2,2017-03-03 07:48:23,2017-03-03 08:18:13,0.01,29.621685,-95.465096,Houston,Harris,50.0,50.0,10.0,10.4,0.0,Clear
A-388088,2,2017-03-03 08:05:32,2017-03-03 08:35:21,0.0,29.685913,-95.36747,Houston,Harris,53.6,41.0,10.0,11.5,0.0,Clear
A-388092,2,2017-03-03 08:21:35,2017-03-03 08:51:18,0.01,29.751089,-95.323982,Houston,Harris,53.6,41.0,10.0,11.5,0.0,Clear
A-388097,3,2017-03-03 08:43:22,2017-03-03 09:13:09,0.0,29.78900100000001,-95.659851,Houston,Harris,50.0,62.0,8.0,9.2,0.0,Clear
A-388098,2,2017-03-03 08:41:10,2017-03-03 09:10:49,0.01,29.656008,-95.50843,Houston,Harris,55.4,38.0,10.0,9.2,0.0,Clear
A-388099,2,2017-03-03 08:47:40,2017-03-03 09:17:28,0.0,29.677893,-95.25943,Houston,Harris,57.9,37.0,10.0,13.8,0.0,Scattered Clouds
A-388103,2,2017-03-03 08:48:16,2017-03-03 09:18:00,0.01,29.772776,-95.56266,Houston,Harris,57.2,33.0,10.0,15.0,0.0,Clear
A-388104,2,2017-03-03 08:53:26,2017-03-03 09:23:09,0.01,29.691357,-95.261177,Houston,Harris,57.9,37.0,10.0,13.8,0.0,Scattered Clouds
A-388107,2,2017-03-03 09:07:39,2017-03-03 09:37:24,0.0,29.746391,-95.614502,Houston,Harris,57.9,37.0,10.0,12.7,0.0,Clear
A-388108,2,2017-03-03 09:01:17,2017-03-03 09:31:05,0.01,29.717634000000004,-95.356285,Houston,Harris,57.2,33.0,10.0,15.0,0.0,Clear
A-388115,2,2017-03-03 09:10:08,2017-03-03 09:39:56,0.01,29.795607,-95.569893,Houston,Harris,59.0,29.0,10.0,13.8,0.0,Clear
A-388116,2,2017-03-03 09:12:46,2017-03-03 09:42:36,0.01,29.881893,-95.494476,Houston,Harris,57.9,36.0,10.0,10.4,0.0,Scattered Clouds
A-388117,2,2017-03-03 09:09:41,2017-03-03 09:39:23,0.01,29.665545,-95.413124,Houston,Harris,59.0,29.0,10.0,13.8,0.0,Clear
A-388122,2,2017-03-03 09:25:24,2017-03-03 09:55:08,0.01,29.774101,-95.41066,Houston,Harris,59.0,29.0,10.0,16.1,0.0,Clear
A-388123,2,2017-03-03 09:21:22,2017-03-03 09:51:10,0.0,29.700874,-95.273178,Houston,Harris,57.9,37.0,10.0,13.8,0.0,Scattered Clouds
A-388124,2,2017-03-03 09:19:34,2017-03-03 09:48:45,0.0,29.676296,-95.261566,Houston,Harris,57.9,37.0,10.0,13.8,0.0,Scattered Clouds
A-388130,2,2017-03-03 09:41:32,2017-03-03 10:11:23,0.0,29.805948,-95.401466,Houston,Harris,59.0,29.0,10.0,16.1,0.0,Clear
A-388131,2,2017-03-03 09:46:49,2017-03-03 10:16:36,0.0,29.860453000000003,-95.394775,Houston,Harris,63.0,28.0,10.0,12.7,0.0,Scattered Clouds
A-388132,2,2017-03-03 09:42:19,2017-03-03 10:12:07,0.0,29.813833,-95.391602,Houston,Harris,59.0,29.0,10.0,16.1,0.0,Clear
A-388133,2,2017-03-03 09:45:01,2017-03-03 10:14:50,0.01,29.818644,-95.269875,Houston,Harris,59.0,29.0,10.0,16.1,0.0,Clear
A-388139,2,2017-03-03 09:52:39,2017-03-03 10:22:28,0.0,29.746391,-95.614502,Houston,Harris,62.1,26.0,10.0,19.6,0.0,Clear
A-388140,2,2017-03-03 09:54:15,2017-03-03 10:23:59,0.0,29.850269,-95.563141,Houston,Harris,62.1,28.0,10.0,12.7,0.0,Clear
A-388145,2,2017-03-03 10:08:08,2017-03-03 10:37:56,0.01,29.793209,-95.35218,Houston,Harris,64.4,21.0,10.0,18.4,0.0,Clear
A-388146,2,2017-03-03 10:04:14,2017-03-03 10:33:34,0.0,29.66383,-95.340698,Houston,Harris,63.0,23.0,10.0,18.4,0.0,Scattered Clouds
A-388149,2,2017-03-03 10:22:14,2017-03-03 10:52:05,0.01,29.742395,-95.538383,Houston,Harris,64.4,21.0,10.0,18.4,0.0,Clear
A-388155,2,2017-03-03 10:41:04,2017-03-03 11:10:53,0.0,29.764011,-95.621399,Houston,Harris,64.9,21.0,10.0,18.4,0.0,Clear
A-388156,2,2017-03-03 10:42:23,2017-03-03 11:12:10,0.01,29.675690000000003,-95.367012,Houston,Harris,64.4,19.0,10.0,18.4,0.0,Clear
A-388161,3,2017-03-03 10:49:52,2017-03-03 11:19:34,0.0,29.661932,-95.560043,Houston,Harris,64.9,21.0,10.0,18.4,0.0,Clear
A-388165,3,2017-03-03 11:06:22,2017-03-03 11:34:19,0.01,29.680319,-95.393394,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388167,2,2017-03-03 11:15:00,2017-03-03 11:44:49,0.0,29.858727,-95.41243,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388170,2,2017-03-03 11:21:52,2017-03-03 11:51:43,0.01,29.746218,-95.606049,Houston,Harris,64.9,21.0,10.0,18.4,0.0,Clear
A-388171,2,2017-03-03 11:24:42,2017-03-03 11:54:30,0.01,29.636276,-95.493011,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388172,2,2017-03-03 11:22:34,2017-03-03 11:52:19,0.01,29.749903000000003,-95.486038,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388173,2,2017-03-03 11:22:11,2017-03-03 11:52:00,0.0,29.870806,-95.423691,Houston,Harris,66.0,23.0,10.0,20.7,0.0,Scattered Clouds
A-388174,2,2017-03-03 11:23:05,2017-03-03 11:52:52,0.01,29.790699,-95.37281,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388175,2,2017-03-03 11:24:59,2017-03-03 11:54:51,0.01,29.766159,-95.372322,Houston,Harris,66.2,18.0,10.0,20.7,0.0,Clear
A-388176,2,2017-03-03 11:21:16,2017-03-03 11:51:03,0.01,29.791931,-95.26445,Houston,Harris,64.0,27.0,10.0,15.0,0.0,Mostly Cloudy
A-388182,2,2017-03-03 11:33:34,2017-03-03 12:03:24,0.0,29.8092,-95.484947,Houston,Harris,66.2,21.0,10.0,16.1,0.0,Clear
A-388183,3,2017-03-03 11:33:09,2017-03-03 12:02:50,0.01,29.697172,-95.288391,Houston,Harris,66.0,27.0,10.0,18.4,0.0,Mostly Cloudy
A-388190,2,2017-03-03 12:04:52,2017-03-03 12:34:36,0.01,29.671335,-95.528358,Houston,Harris,66.0,24.0,10.0,16.1,0.0,Clear
A-388193,2,2017-03-03 12:11:15,2017-03-03 12:41:06,0.01,29.661476,-95.611656,Houston,Fort Bend,66.0,24.0,10.0,16.1,0.0,Clear
A-388194,2,2017-03-03 12:18:00,2017-03-03 12:47:48,0.01,29.939293,-95.331734,Houston,Harris,68.0,21.0,10.0,13.8,0.0,Scattered Clouds
A-388195,3,2017-03-03 12:25:25,2017-03-03 12:54:53,0.01,29.812737,-95.41114,Houston,Harris,68.0,20.0,10.0,13.8,0.0,Clear
A-388199,2,2017-03-03 12:33:19,2017-03-03 13:03:06,0.01,29.656866,-95.528046,Houston,Harris,68.0,20.0,10.0,13.8,0.0,Clear
A-388200,2,2017-03-03 12:32:19,2017-03-03 13:02:07,0.0,29.711859000000004,-95.407181,Houston,Harris,68.0,20.0,10.0,13.8,0.0,Clear
A-388201,2,2017-03-03 12:32:45,2017-03-03 13:02:32,0.01,29.80392100000001,-95.38015,Houston,Harris,68.0,20.0,10.0,13.8,0.0,Clear
A-388202,3,2017-03-03 12:38:40,2017-03-03 13:08:09,0.01,29.774086,-95.24633,Houston,Harris,68.0,25.0,10.0,16.1,0.0,Mostly Cloudy
A-388203,2,2017-03-03 12:40:49,2017-03-03 13:10:38,0.01,29.765335,-95.409492,Houston,Harris,68.0,20.0,10.0,13.8,0.0,Clear
A-388204,2,2017-03-03 12:47:24,2017-03-03 13:17:15,0.01,29.720627,-95.393692,Houston,Harris,68.0,20.0,10.0,17.3,0.0,Clear
A-388206,2,2017-03-03 12:57:50,2017-03-03 13:27:38,0.01,29.729652,-95.366272,Houston,Harris,68.0,20.0,10.0,17.3,0.0,Clear
A-388209,2,2017-03-03 13:38:51,2017-03-03 14:08:40,0.01,29.857775,-95.42907,Houston,Harris,68.0,20.0,10.0,19.6,0.0,Clear
A-388210,2,2017-03-03 13:38:13,2017-03-03 14:22:53,0.01,29.753105,-95.404762,Houston,Harris,68.0,20.0,10.0,19.6,0.0,Clear
A-388211,3,2017-03-03 13:37:00,2017-03-03 14:06:05,0.01,29.733156,-95.372444,Houston,Harris,68.0,20.0,10.0,19.6,0.0,Clear
A-388220,2,2017-03-03 13:39:31,2017-03-03 14:24:14,0.0,29.612171000000004,-95.223053,Houston,Harris,66.2,24.0,10.0,19.6,0.0,Scattered Clouds
A-388221,2,2017-03-03 13:56:04,2017-03-03 14:40:48,0.0,29.68270900000001,-95.574593,Houston,Harris,66.9,26.0,10.0,15.0,0.0,Clear
A-388222,2,2017-03-03 13:56:49,2017-03-03 14:41:25,0.01,29.779732,-95.563454,Houston,Harris,66.9,26.0,10.0,15.0,0.0,Clear
A-388223,2,2017-03-03 13:57:20,2017-03-03 14:42:05,0.0,29.789379,-95.525772,Houston,Harris,69.8,18.0,10.0,10.4,0.0,Clear
A-388224,2,2017-03-03 13:55:27,2017-03-03 14:40:08,0.01,29.606236,-95.464783,Houston,Fort Bend,66.0,23.0,10.0,12.7,0.0,Clear
A-388230,2,2017-03-03 13:59:04,2017-03-03 14:28:49,0.01,29.792694,-95.544586,Houston,Harris,69.8,18.0,10.0,10.4,0.0,Clear
A-388231,2,2017-03-03 14:18:29,2017-03-03 15:02:52,0.0,29.680296,-95.57457,Houston,Harris,66.9,26.0,10.0,15.0,0.0,Clear
A-388232,2,2017-03-03 14:17:27,2017-03-03 15:02:15,0.01,29.744539000000003,-95.387253,Houston,Harris,68.0,21.0,10.0,11.5,0.0,Clear
A-388235,2,2017-03-03 14:20:49,2017-03-03 15:05:35,0.01,29.675167,-95.48275,Houston,Harris,68.0,21.0,10.0,11.5,0.0,Clear
A-388236,2,2017-03-03 14:19:30,2017-03-03 15:04:14,0.01,29.865486,-95.48027,Houston,Harris,68.0,21.0,10.0,11.5,0.0,Clear
A-388242,3,2017-03-03 14:37:18,2017-03-03 15:21:52,0.01,29.780590000000004,-95.45372,Houston,Harris,68.0,26.0,10.0,11.5,0.0,Clear
A-388245,2,2017-03-03 14:52:27,2017-03-03 15:37:13,0.01,29.725752000000004,-95.501106,Houston,Harris,68.0,26.0,10.0,13.8,0.0,Clear
A-388246,2,2017-03-03 14:51:17,2017-03-03 15:36:01,0.01,29.794109,-95.419952,Houston,Harris,68.0,26.0,10.0,13.8,0.0,Clear
A-388247,2,2017-03-03 14:50:44,2017-03-03 15:20:31,0.01,29.74655,-95.338379,Houston,Harris,68.0,26.0,10.0,13.8,0.0,Clear
A-388248,2,2017-03-03 14:52:00,2017-03-03 15:36:42,0.01,29.620802,-95.293121,Houston,Harris,66.0,32.0,10.0,13.8,0.0,Mostly Cloudy
A-388249,2,2017-03-03 14:52:49,2017-03-03 15:37:39,0.01,29.655743,-95.264038,Houston,Harris,66.0,32.0,10.0,13.8,0.0,Mostly Cloudy
A-388252,2,2017-03-03 16:19:39,2017-03-03 16:49:05,0.01,29.703489,-95.604462,Houston,Harris,64.9,31.0,10.0,10.4,0.0,Clear
A-388253,2,2017-03-03 16:24:35,2017-03-03 16:54:09,0.01,29.606102000000003,-95.445969,Houston,Fort Bend,66.0,29.0,10.0,11.5,0.0,Mostly Cloudy
A-388254,2,2017-03-03 16:22:40,2017-03-03 16:51:48,0.0,29.972458000000003,-95.4207,Houston,Harris,68.0,21.0,10.0,10.4,0.0,Clear
A-388255,2,2017-03-03 16:23:45,2017-03-03 16:53:23,0.01,29.834909000000003,-95.384308,Houston,Harris,68.0,26.0,10.0,19.6,0.0,Clear
A-388259,2,2017-03-03 17:03:39,2017-03-03 17:32:56,0.01,29.784531,-95.563042,Houston,Harris,64.4,30.0,10.0,11.5,0.0,Clear
A-388260,2,2017-03-03 17:04:59,2017-03-03 17:34:48,0.01,29.872042,-95.262558,Houston,Harris,68.0,24.0,10.0,13.8,0.0,Mostly Cloudy
A-388270,2,2017-03-03 17:20:10,2017-03-03 17:49:55,0.01,29.635618,-95.246231,Houston,Harris,64.9,31.0,10.0,15.0,0.0,Scattered Clouds
A-388271,2,2017-03-03 17:30:46,2017-03-03 17:59:41,0.01,29.733788,-95.370865,Houston,Harris,64.4,30.0,10.0,12.7,0.0,Partly Cloudy
A-388272,2,2017-03-03 17:46:37,2017-03-03 18:16:22,0.01,29.74765,-95.55793,Houston,Harris,62.6,32.0,10.0,8.1,0.0,Clear
A-388273,3,2017-03-03 17:44:53,2017-03-03 18:14:23,0.01,29.740953,-95.458351,Houston,Harris,64.4,30.0,10.0,12.7,0.0,Partly Cloudy
A-388274,2,2017-03-03 17:46:06,2017-03-03 18:15:29,0.01,29.597826,-95.38636,Houston,Harris,62.6,32.0,10.0,8.1,0.0,Clear
A-388283,2,2017-03-03 18:01:10,2017-03-03 18:31:00,0.01,29.67223,-95.424828,Houston,Harris,62.6,32.0,10.0,8.1,0.0,Clear
A-388285,2,2017-03-03 18:16:22,2017-03-03 18:45:49,0.01,29.937452,-95.507339,Houston,Harris,64.0,35.0,10.0,12.7,0.0,Mostly Cloudy
A-388286,2,2017-03-03 18:15:31,2017-03-03 18:45:10,0.01,29.915033,-95.412697,Houston,Harris,64.0,35.0,10.0,12.7,0.0,Mostly Cloudy
A-388287,2,2017-03-03 18:14:39,2017-03-03 18:44:29,0.01,29.627638,-95.234146,Houston,Harris,63.0,35.0,10.0,8.1,0.0,Mostly Cloudy
A-388289,2,2017-03-03 18:28:06,2017-03-03 18:57:53,0.0,29.685383,-95.39045,Houston,Harris,62.6,32.0,10.0,10.4,0.0,Mostly Cloudy
A-388295,2,2017-03-03 18:33:51,2017-03-03 19:03:39,0.01,29.848755,-95.284866,Houston,Harris,62.6,32.0,10.0,10.4,0.0,Mostly Cloudy
A-388298,3,2017-03-03 18:55:35,2017-03-03 19:25:08,0.01,29.66139,-95.557556,Houston,Harris,62.6,32.0,10.0,8.1,0.0,Overcast
A-388299,2,2017-03-03 18:56:25,2017-03-03 19:25:54,0.01,29.680752,-95.381218,Houston,Harris,62.6,32.0,10.0,8.1,0.0,Overcast
A-388305,2,2017-03-03 18:58:22,2017-03-03 19:27:52,0.01,29.960747,-95.547424,Houston,Harris,63.0,37.0,10.0,6.9,0.0,Scattered Clouds
A-388306,2,2017-03-03 19:06:40,2017-03-03 19:36:27,0.01,29.688284000000003,-95.499458,Houston,Harris,62.6,37.0,10.0,12.7,0.0,Mostly Cloudy
A-388308,2,2017-03-03 19:11:15,2017-03-03 19:41:06,0.0,29.782804,-95.338318,Houston,Harris,62.6,37.0,10.0,12.7,0.0,Mostly Cloudy
A-388309,2,2017-03-03 19:17:20,2017-03-03 19:47:04,0.01,29.850065,-95.262383,Houston,Harris,62.1,41.0,10.0,10.4,0.0,Mostly Cloudy
